name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
sylhet bangladesh,2023-02-14,26.5,10.1,17.8,26.5,10.1,17.8,10.1,63.4,0.0,0,0.0,,0,0.0,21.2,6.8,311.8,1013.2,2.9,17.1,229.5,19.7,8,10.0,2023-02-14T06:27:52,2023-02-14T17:45:52,0.79,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-15,27.5,10.2,18.3,26.7,10.2,18.2,11.8,69.3,0.0,0,0.0,,0,0.0,19.8,7.2,269.6,1012.0,8.4,17.2,221.9,19.2,8,10.0,2023-02-15T06:27:10,2023-02-15T17:46:30,0.83,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-16,29.4,13.4,19.9,28.7,13.4,19.9,13.7,70.2,0.0,0,0.0,,0,0.0,19.4,7.2,283.8,1013.5,1.9,17.3,223.6,19.4,8,10.0,2023-02-16T06:26:27,2023-02-16T17:47:07,0.86,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-17,28.5,13.1,20.1,28.3,13.1,20.1,14.8,73.8,0.0,0,0.0,,0,0.0,25.2,8.3,265.0,1014.7,7.9,18.0,217.9,19.0,8,10.0,2023-02-17T06:25:43,2023-02-17T17:47:44,0.9,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-18,30.4,12.4,21.0,30.1,12.4,21.0,14.9,71.1,0.0,0,0.0,,0,0.0,22.0,7.2,9.4,1014.8,3.8,17.2,231.3,19.9,8,10.0,2023-02-18T06:24:58,2023-02-18T17:48:20,0.93,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-19,29.4,12.4,21.1,29.3,12.4,21.1,14.8,70.1,0.0,0,0.0,,0,0.0,22.0,6.9,16.6,1013.8,10.5,17.0,223.9,19.4,8,10.0,2023-02-19T06:24:12,2023-02-19T17:48:56,0.96,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-20,29.6,17.3,22.8,29.9,17.3,22.9,17.4,73.6,0.3,100,4.17,rain,0,0.0,22.0,6.5,320.3,1012.7,30.1,17.2,196.6,16.9,7,10.0,2023-02-20T06:23:25,2023-02-20T17:49:31,0.0,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-21,28.2,14.4,21.9,29.8,14.4,22.1,17.9,79.1,0.2,100,8.33,rain,0,0.0,32.4,7.6,327.5,1013.0,41.0,17.7,172.2,14.8,6,10.0,2023-02-21T06:22:37,2023-02-21T17:50:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-22,27.5,16.2,22.4,29.0,16.2,22.5,19.8,85.9,6.9,100,70.83,rain,0,0.0,36.4,7.1,53.5,1012.1,59.7,17.0,160.2,13.8,6,10.0,2023-02-22T06:21:48,2023-02-22T17:50:40,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-23,28.6,12.2,22.1,30.8,12.2,22.4,19.3,84.9,10.8,100,62.5,rain,0,0.0,29.5,6.8,47.4,1012.6,62.8,16.3,139.0,11.9,6,10.0,2023-02-23T06:20:59,2023-02-23T17:51:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-24,27.9,18.6,22.3,29.6,18.6,22.4,19.3,83.9,0.2,100,8.33,rain,0,0.0,32.4,5.8,55.6,1014.4,38.0,18.9,199.6,17.3,7,10.0,2023-02-24T06:20:08,2023-02-24T17:51:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-25,31.9,17.6,22.9,30.1,17.6,22.8,15.4,66.8,0.0,0,0.0,,0,0.0,20.9,7.9,23.6,1016.2,30.5,17.3,241.0,20.8,8,10.0,2023-02-25T06:19:17,2023-02-25T17:52:21,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-26,29.7,14.9,21.2,28.5,14.9,21.1,12.8,62.8,0.0,0,0.0,,0,0.0,18.7,6.8,6.1,1017.3,0.5,18.1,252.2,21.8,9,10.0,2023-02-26T06:18:25,2023-02-26T17:52:54,0.2,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-27,30.9,14.9,21.4,29.6,14.9,21.3,14.0,66.3,0.0,0,0.0,,0,0.0,21.2,12.5,73.9,1017.1,3.6,17.2,238.3,20.5,8,10.0,2023-02-27T06:17:32,2023-02-27T17:53:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-02-28,29.1,15.7,20.9,28.8,15.7,20.9,14.3,67.5,0.0,0,0.0,,0,0.0,20.9,9.9,20.7,1017.2,4.6,17.9,244.4,21.0,8,10.0,2023-02-28T06:16:39,2023-02-28T17:53:58,0.26,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-01,30.9,12.4,22.0,29.5,12.4,21.9,15.0,68.8,0.0,0,0.0,,0,0.0,25.6,8.5,42.4,1017.6,7.3,18.2,238.9,20.7,8,10.0,2023-03-01T06:15:45,2023-03-01T17:54:30,0.29,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-02,30.5,13.4,22.4,29.5,13.4,22.3,15.9,70.7,0.0,0,0.0,,0,0.0,27.0,91.6,171.7,1017.0,9.6,17.0,235.8,20.4,8,10.0,2023-03-02T06:14:50,2023-03-02T17:55:01,0.33,Clear,Clear conditions throughout the day.,wind,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-03,30.6,12.4,22.5,30.9,12.4,22.7,17.0,73.6,0.0,0,0.0,,0,0.0,23.4,8.6,20.5,1016.9,17.1,20.5,229.8,19.8,8,10.0,2023-03-03T06:13:55,2023-03-03T17:55:32,0.36,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-04,33.0,17.8,23.9,31.0,17.8,23.8,16.4,67.9,0.0,0,0.0,,0,0.0,21.6,7.6,12.1,1016.5,7.4,19.1,243.0,21.1,8,10.0,2023-03-04T06:12:59,2023-03-04T17:56:02,0.39,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-05,32.9,17.0,24.4,32.9,17.0,24.6,17.8,69.8,0.0,0,0.0,,0,0.0,23.0,8.3,334.0,1015.2,5.4,17.3,238.4,20.7,9,10.0,2023-03-05T06:12:02,2023-03-05T17:56:32,0.43,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-06,32.4,19.3,24.6,31.7,19.3,24.8,18.1,70.1,0.0,0,0.0,,0,0.0,27.0,9.7,307.6,1014.1,6.6,18.1,226.1,19.5,8,10.0,2023-03-06T06:11:05,2023-03-06T17:57:02,0.46,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-07,32.4,14.2,23.2,31.7,14.2,23.1,15.7,66.8,0.0,0,0.0,,0,0.0,28.1,9.7,279.2,1015.1,17.6,17.4,258.7,22.3,9,10.0,2023-03-07T06:10:08,2023-03-07T17:57:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-08,33.0,17.2,23.6,31.3,17.2,23.5,15.8,65.8,0.0,0,0.0,,0,0.0,28.8,10.1,345.6,1015.5,72.3,18.2,239.9,20.7,8,10.0,2023-03-08T06:09:10,2023-03-08T17:58:01,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-09,33.4,18.5,24.5,32.2,18.5,24.5,17.0,65.9,0.0,0,0.0,,0,0.0,28.8,10.7,266.7,1014.1,49.2,17.3,247.6,21.3,8,10.0,2023-03-09T06:08:11,2023-03-09T17:58:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-10,30.5,17.0,23.5,30.8,17.0,23.6,17.6,72.0,0.0,0,0.0,,0,0.0,24.1,7.9,301.4,1014.0,73.5,17.2,213.8,18.4,8,10.0,2023-03-10T06:07:12,2023-03-10T17:58:58,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-11,32.0,18.4,24.4,31.8,18.4,24.5,17.9,70.3,0.0,0,0.0,,0,0.0,23.8,7.9,349.9,1014.2,77.4,18.1,205.4,17.8,8,10.0,2023-03-11T06:06:13,2023-03-11T17:59:26,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-12,33.3,14.9,23.9,32.8,14.9,24.0,17.0,68.7,0.0,0,0.0,,0,0.0,24.5,10.1,352.7,1013.6,26.5,17.0,248.0,21.5,9,10.0,2023-03-12T06:05:13,2023-03-12T17:59:54,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-13,34.5,18.8,25.2,33.9,18.8,25.3,16.8,63.0,0.0,0,0.0,,0,0.0,27.4,13.0,332.5,1011.5,5.2,17.2,263.9,22.7,9,10.0,2023-03-13T06:04:13,2023-03-13T18:00:22,0.7,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-14,32.2,17.6,24.4,32.2,17.6,24.7,18.0,70.2,1.3,100,8.33,rain,0,0.0,31.7,11.2,304.8,1010.3,47.2,19.6,238.5,20.5,9,10.0,2023-03-14T06:03:13,2023-03-14T18:00:50,0.74,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-15,27.6,18.6,23.0,28.8,18.6,23.1,18.3,75.7,3.0,100,4.17,rain,0,0.0,25.2,6.5,106.4,1010.9,73.6,14.4,184.5,16.0,8,30.0,2023-03-15T06:02:12,2023-03-15T18:01:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-16,29.4,18.4,23.0,31.1,18.4,23.3,18.4,76.3,7.0,100,4.17,rain,0,0.0,31.0,9.0,82.3,1013.1,69.0,17.1,226.0,19.5,8,30.0,2023-03-16T06:01:11,2023-03-16T18:01:44,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-17,27.7,15.1,22.4,28.4,15.1,22.4,17.8,75.9,1.1,100,8.33,rain,0,0.0,22.0,10.1,48.9,1013.6,82.9,18.0,173.4,15.0,6,10.0,2023-03-17T06:00:10,2023-03-17T18:02:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-18,28.4,15.4,22.6,28.8,15.4,22.7,17.6,74.9,10.0,100,4.17,rain,0,0.0,28.8,7.9,3.8,1011.2,62.1,16.4,233.5,20.1,8,10.0,2023-03-18T05:59:09,2023-03-18T18:02:38,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-19,22.1,12.1,19.3,22.1,12.1,19.3,17.7,90.8,24.0,100,12.5,rain,0,0.0,23.4,7.9,37.7,1011.5,96.3,11.4,59.8,5.2,2,10.0,2023-03-19T05:58:07,2023-03-19T18:03:04,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-20,24.6,14.1,20.3,24.6,14.1,20.3,18.6,90.0,30.0,100,16.67,rain,0,0.0,32.4,7.0,83.2,1010.3,87.7,9.2,117.1,10.3,7,10.0,2023-03-20T05:57:06,2023-03-20T18:03:31,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-21,28.4,12.7,20.8,29.3,12.7,20.9,18.7,88.1,15.0,100,4.17,rain,0,0.0,25.9,9.4,109.9,1010.8,95.5,13.6,108.9,9.5,4,30.0,2023-03-21T05:56:04,2023-03-21T18:03:57,0.0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-22,26.0,18.7,21.5,26.0,18.7,21.5,18.5,84.1,7.0,100,8.33,rain,0,0.0,31.3,10.2,97.4,1009.9,75.2,15.3,153.6,13.5,6,30.0,2023-03-22T05:55:02,2023-03-22T18:04:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-23,27.2,15.6,21.8,28.7,15.6,21.8,18.5,82.6,4.9,100,54.17,rain,0,0.0,36.0,7.5,89.8,1009.7,44.6,18.2,239.9,20.8,8,10.0,2023-03-23T05:54:00,2023-03-23T18:04:49,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-24,29.9,18.3,23.4,31.2,18.3,23.7,19.7,81.1,5.0,100,4.17,rain,0,0.0,36.4,12.3,47.4,1010.8,40.5,17.3,234.9,20.4,8,10.0,2023-03-24T05:52:58,2023-03-24T18:05:15,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-25,29.4,19.2,23.8,32.5,19.2,24.4,20.0,79.8,0.4,100,4.17,rain,0,0.0,32.8,5.3,70.1,1011.5,30.0,17.2,242.6,21.0,8,10.0,2023-03-25T05:51:56,2023-03-25T18:05:41,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-26,31.0,20.3,24.8,34.0,20.3,25.8,20.9,79.8,2.7,100,58.33,rain,0,0.0,41.0,7.2,51.3,1009.5,52.4,17.2,234.4,20.2,8,10.0,2023-03-26T05:50:54,2023-03-26T18:06:07,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-27,31.0,20.9,24.8,33.2,20.9,25.4,19.9,76.0,4.6,100,29.17,rain,0,0.0,36.4,7.9,91.1,1009.1,42.4,16.5,234.5,20.3,8,10.0,2023-03-27T05:49:52,2023-03-27T18:06:33,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-28,31.7,20.7,25.2,33.8,20.7,25.9,20.1,74.8,1.0,100,4.17,rain,0,0.0,37.1,7.9,116.6,1010.0,33.0,17.4,256.2,21.9,9,30.0,2023-03-28T05:48:51,2023-03-28T18:06:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-29,25.9,19.2,22.7,25.9,19.2,22.7,19.2,81.1,1.4,100,25.0,rain,0,0.0,31.3,16.4,105.9,1012.0,51.3,17.3,230.4,19.7,8,10.0,2023-03-29T05:47:49,2023-03-29T18:07:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-30,29.5,19.4,23.9,31.6,19.4,24.4,19.7,78.1,4.5,100,37.5,rain,0,0.0,34.9,7.3,103.5,1010.1,40.8,17.4,193.0,16.5,8,30.0,2023-03-30T05:46:47,2023-03-30T18:07:50,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-03-31,30.2,19.9,24.3,31.3,19.9,24.5,19.7,77.1,33.0,100,12.5,rain,0,0.0,29.5,9.0,108.4,1010.5,70.0,16.5,208.4,18.0,9,10.0,2023-03-31T05:45:46,2023-03-31T18:08:15,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-01,25.3,21.0,22.9,25.3,21.0,22.9,20.5,86.7,0.3,100,4.17,rain,0,0.0,26.6,10.6,82.3,1009.4,83.8,13.8,116.7,9.9,7,10.0,2023-04-01T05:44:44,2023-04-01T18:08:41,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-02,28.0,18.8,22.3,29.2,18.8,22.4,19.3,83.8,5.9,100,8.33,rain,0,0.0,35.6,5.8,55.5,1008.4,64.9,16.4,160.7,13.7,7,10.0,2023-04-02T05:43:43,2023-04-02T18:09:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-03,27.0,18.7,22.2,28.2,18.7,22.2,19.4,85.0,7.6,100,58.33,rain,0,0.0,36.4,14.0,96.7,1008.5,66.8,16.5,148.7,12.9,6,10.0,2023-04-03T05:42:42,2023-04-03T18:09:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-04,28.8,20.0,24.2,32.7,20.0,24.9,20.8,81.8,3.7,100,20.83,rain,0,0.0,42.1,7.3,89.5,1008.7,50.9,17.2,236.9,20.5,8,10.0,2023-04-04T05:41:41,2023-04-04T18:09:58,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-05,26.1,20.7,22.6,26.1,20.7,22.6,20.7,89.3,0.6,100,8.33,rain,0,0.0,32.0,14.2,87.8,1008.7,73.3,16.2,126.2,10.9,5,10.0,2023-04-05T05:40:41,2023-04-05T18:10:24,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-06,31.5,21.1,25.3,35.1,21.1,26.5,21.4,80.2,0.5,100,16.67,rain,0,0.0,24.8,7.5,76.9,1011.1,45.2,17.4,225.6,19.4,8,10.0,2023-04-06T05:39:41,2023-04-06T18:10:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-07,34.0,19.5,25.9,34.3,19.5,26.5,19.1,69.2,0.0,0,0.0,,0,0.0,20.2,8.8,73.4,1012.2,25.5,17.4,296.1,25.7,10,10.0,2023-04-07T05:38:41,2023-04-07T18:11:16,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-08,34.0,19.3,26.2,42.0,19.3,27.1,19.7,70.9,0.0,0,0.0,,0,0.0,20.9,9.2,73.9,1013.1,26.0,17.5,291.3,25.3,9,10.0,2023-04-08T05:37:42,2023-04-08T18:11:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-09,34.0,20.2,26.6,34.8,20.2,27.5,20.1,70.9,0.0,0,0.0,,0,0.0,22.7,7.5,75.5,1012.5,30.0,17.4,293.2,25.3,10,10.0,2023-04-09T05:36:42,2023-04-09T18:12:08,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-10,34.9,20.8,27.1,36.2,20.8,28.2,20.0,68.3,0.0,0,0.0,,0,0.0,25.9,7.6,70.6,1010.8,15.9,17.4,289.1,25.0,9,10.0,2023-04-10T05:35:44,2023-04-10T18:12:34,0.65,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-11,36.0,20.8,27.4,35.8,20.8,28.5,19.6,64.8,0.0,0,0.0,,0,0.0,20.2,10.5,39.2,1010.4,14.7,17.5,295.9,25.6,10,10.0,2023-04-11T05:34:46,2023-04-11T18:13:00,0.68,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-12,35.9,19.8,26.9,35.7,19.8,27.4,18.9,65.1,0.0,0,0.0,,0,0.0,24.5,7.5,16.0,1009.3,9.5,18.3,302.9,26.1,10,10.0,2023-04-12T05:33:48,2023-04-12T18:13:26,0.72,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-13,34.5,19.9,27.0,39.2,19.9,28.0,19.5,66.6,0.0,0,0.0,,0,0.0,21.6,7.4,66.8,1008.1,9.9,17.5,298.5,25.7,10,10.0,2023-04-13T05:32:50,2023-04-13T18:13:53,0.75,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-14,36.0,20.7,27.9,39.7,20.7,29.9,21.6,71.0,0.0,0,0.0,,0,0.0,20.2,7.9,81.3,1008.0,31.1,17.5,292.2,25.2,9,10.0,2023-04-14T05:31:54,2023-04-14T18:14:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-15,34.1,23.2,28.6,45.0,23.2,32.2,23.5,75.8,0.0,0,0.0,,0,0.0,18.7,7.6,55.5,1007.6,80.8,17.4,244.0,21.0,8,10.0,2023-04-15T05:30:57,2023-04-15T18:14:47,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-16,37.0,22.6,29.0,42.3,22.6,32.0,22.7,70.7,0.0,0,0.0,,0,0.0,25.2,9.2,326.4,1006.0,57.2,17.4,280.1,24.1,9,10.0,2023-04-16T05:30:01,2023-04-16T18:15:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-17,35.5,23.9,29.1,43.8,23.9,33.4,24.3,76.4,7.5,100,8.33,rain,0,0.0,27.0,7.6,118.2,1007.0,30.3,17.4,273.6,23.5,9,60.0,2023-04-17T05:29:06,2023-04-17T18:15:41,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-18,34.5,23.6,28.5,43.6,23.6,32.9,24.0,77.2,0.3,100,4.17,rain,0,0.0,30.6,7.6,74.6,1008.6,43.2,17.2,234.1,20.0,8,60.0,2023-04-18T05:28:12,2023-04-18T18:16:08,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-19,34.4,25.5,29.5,45.1,25.5,34.6,24.6,75.4,2.6,100,8.33,rain,0,0.0,31.0,11.5,242.2,1004.8,43.9,17.3,232.2,20.1,8,75.0,2023-04-19T05:27:18,2023-04-19T18:16:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-20,33.5,22.5,27.6,41.2,22.5,30.6,23.2,77.9,0.6,100,4.17,rain,0,0.0,31.7,18.2,105.4,1002.9,58.2,17.3,222.2,19.1,8,75.0,2023-04-20T05:26:24,2023-04-20T18:17:03,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-21,30.3,21.4,24.6,37.3,21.4,25.4,21.8,84.7,1.4,100,16.67,rain,0,0.0,23.4,14.5,67.4,1004.5,79.6,15.8,188.6,16.3,7,100.0,2023-04-21T05:25:31,2023-04-21T18:17:31,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-22,32.9,21.2,26.4,35.6,21.2,27.8,20.9,73.1,4.3,100,20.83,rain,0,0.0,37.1,10.5,40.6,1005.3,54.9,15.9,270.0,23.3,9,30.0,2023-04-22T05:24:39,2023-04-22T18:17:59,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-23,27.5,20.9,23.9,29.5,20.9,24.0,20.2,80.1,10.0,100,4.17,rain,0,0.0,23.8,22.1,36.1,1008.8,79.1,14.5,139.9,12.1,5,30.0,2023-04-23T05:23:48,2023-04-23T18:18:27,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2023-04-24,32.9,20.1,25.9,34.9,20.1,26.7,19.5,69.7,1.0,100,4.17,rain,0,0.0,22.3,7.9,14.1,1011.0,36.4,17.3,292.0,25.3,9,10.0,2023-04-24T05:22:58,2023-04-24T18:18:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
